udi,product_id,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type
7412,L54591,L,300,311.1,1425,47.8,179,No Failure
4031,L51210,L,302,310.8,2143,17.3,227,Tool Wear Failure
9777,M24636,M,298.6,309.6,1397,54.1,47,No Failure
4239,M19098,M,302.3,311,1521,34.8,72,No Failure
5096,M19955,M,304.1,313.5,1428,39.9,88,No Failure
9102,H38515,H,297.3,308.2,1653,31.4,9,No Failure
2210,L49389,L,299.8,309.3,1386,49.4,116,No Failure
8003,M22862,M,300.9,312.1,1851,23,156,No Failure
6297,L53476,L,301,310.5,1429,39.4,98,No Failure
4974,L52153,L,303.8,312.7,1461,38.2,188,No Failure
5875,M20734,M,301.5,311.1,1660,33.8,115,No Failure
5042,L52221,L,304,313.2,1314,47.1,144,No Failure
6639,L53818,L,301.5,310.5,1453,44.2,129,No Failure
8365,L55544,L,298.9,309.8,1396,49,13,No Failure
1634,L48813,L,297.9,307.9,1476,45.2,91,No Failure
2198,L49377,L,299.7,309,1412,49.2,85,No Failure
2908,M17767,M,300.6,309.4,1581,35.7,117,No Failure
8495,L55674,L,298.3,309.5,1542,36.7,134,No Failure
7236,L54415,L,299.8,310,1361,53.8,167,No Failure
928,H30341,H,295.6,306,1396,52.4,0,No Failure
1019,L48198,L,296.3,307.2,1291,58.6,29,No Failure
6527,L53706,L,301.2,310.4,1515,38.4,51,No Failure
7320,L54499,L,299.8,310.2,1654,32.7,159,No Failure
4929,L52108,L,303.5,312.3,1584,35.2,74,No Failure
98,M14957,M,298.9,308.9,1750,29.9,50,No Failure
7843,L55022,L,300.1,311.5,1659,31.1,203,No Failure
209,L47388,L,298.4,308.6,1591,36.7,122,No Failure
4326,L51505,L,301.6,310.2,1384,57.1,68,No Failure
1452,L48631,L,298.9,310.4,1831,25.4,81,No Failure
4243,L51422,L,302.4,311,1462,48.5,81,No Failure
603,L47782,L,297.9,309.8,2000,21.3,29,No Failure
5231,M20090,M,303.8,313.1,2117,18.6,22,No Failure
9155,L56334,L,297.5,308.6,1596,36,141,No Failure
6850,L54029,L,301.1,311.3,1498,37.6,11,No Failure
4166,M19025,M,302.2,310.5,1507,40.4,111,No Failure
5876,M20735,M,301.5,311,1577,39.7,118,No Failure
7917,L55096,L,300.8,312.1,1512,37.1,169,No Failure
2019,L49198,L,298.7,308.5,1375,46.4,48,No Failure
4941,L52120,L,303.6,312.6,1502,39.5,103,No Failure
5480,M20339,M,302.7,312.1,1564,32.1,188,No Failure
539,M15398,M,297.4,309.3,1499,36.8,88,No Failure
6581,L53760,L,301.3,310.4,1507,39.1,194,No Failure
6037,M20896,M,300.6,311,1401,54.6,94,No Failure
5798,L52977,L,301.6,311,1431,42.6,158,No Failure
7049,L54228,L,300.6,310.4,2007,19.8,116,No Failure
5524,M20383,M,302.5,311.9,1524,34.8,86,No Failure
717,H30130,H,297.4,308.6,1420,45.8,120,No Failure
9595,L56774,L,299.1,310.3,1727,28.7,43,No Failure
4145,L51324,L,301.8,310.1,1738,28,58,No Failure
197,H29610,H,298.3,308.6,1432,49.5,91,No Failure
7603,L54782,L,300.4,311.2,1705,28.7,20,No Failure
7738,M22597,M,300.5,312,1985,19.3,143,No Failure
7890,M22749,M,300.7,312.4,1371,61.7,102,No Failure
5120,L52299,L,304.2,313.6,1411,46,149,No Failure
8743,L55922,L,297.4,308.8,1467,39,128,No Failure
3442,L50621,L,301.4,310.4,1559,39.4,199,No Failure
3483,L50662,L,301.9,310.8,1540,37.6,83,No Failure
4188,M19047,M,302.2,310.7,1601,33,166,No Failure
7543,M22402,M,300.4,311.6,1401,49.9,79,No Failure
7460,L54639,L,300,311.5,1591,32,79,No Failure
1872,L49051,L,298.3,308.1,1840,21.5,88,No Failure
5563,L52742,L,302.3,311.7,1648,32.1,197,No Failure
4572,L51751,L,302.8,310.9,1708,29.8,42,No Failure
7145,M22004,M,300.4,309.8,1517,40.3,149,No Failure
1840,L49019,L,297.7,307.1,1715,30.2,0,No Failure
9226,L56405,L,298,309.1,1820,23.6,120,No Failure
7589,L54768,L,300.4,311.1,2013,20.1,195,No Failure
2715,M17574,M,299.6,309.1,1366,55.2,95,No Failure
3545,M18404,M,301.9,310.9,1483,37,35,No Failure
114,M14973,M,298.8,308.6,1486,41.9,92,No Failure
6706,M21565,M,301.5,310.6,1382,58.1,67,No Failure
4923,M19782,M,303.4,312.2,1615,35.7,56,No Failure
5957,L53136,L,300.7,310.9,1535,37.1,113,No Failure
5552,H34965,H,302.4,311.9,1366,47.3,162,No Failure
1995,M16854,M,298.2,307.9,1403,45.1,193,No Failure
8205,L55384,L,299.4,310.9,1751,27.8,10,No Failure
7384,M22243,M,299.7,310.4,1410,44.5,105,No Failure
4247,L51426,L,302.6,311,1537,35.5,91,No Failure
7557,L54736,L,300.3,311.4,1471,37,114,No Failure
5018,L52197,L,303.9,313,1483,45,78,No Failure
8389,L55568,L,298.9,309.9,1365,46.5,75,No Failure
2933,L50112,L,300.9,309.7,1460,42.1,181,No Failure
2358,L49537,L,299.3,308.5,1772,26.1,52,No Failure
4513,M19372,M,302.5,310.3,1411,49.5,110,No Failure
5806,M20665,M,301.4,310.9,1557,39.3,174,No Failure
7903,M22762,M,300.7,312.3,1430,47.2,131,No Failure
6213,L53392,L,300.8,310.6,1402,53.7,93,No Failure
825,L48004,L,296.6,307.4,1436,42.8,156,No Failure
1876,L49055,L,298.3,308,1363,50.1,96,No Failure
7590,L54769,L,300.4,311,1802,26,197,No Failure
4396,L51575,L,302.3,310.1,1513,40.4,22,No Failure
1622,L48801,L,297.7,307.6,1844,21.9,61,No Failure
7500,L54679,L,300.3,311.8,1746,26.3,187,No Failure
5537,M20396,M,302.3,311.8,1363,54,119,No Failure
3900,M18759,M,302.1,311,1711,28.7,83,No Failure
7799,L54978,L,300,311.5,1812,28.3,94,No Failure
920,L48099,L,295.4,305.8,1407,50.7,192,No Failure
6304,H35717,H,301.2,310.6,1457,50.5,114,No Failure
8700,M23559,M,297.3,308.7,1655,34.1,21,No Failure
3490,L50669,L,301.9,310.9,1542,36.7,101,No Failure
2246,M17105,M,299.3,308.4,1438,42.3,0,No Failure
6812,L53991,L,300.9,310.6,1504,46.4,129,No Failure
9743,L56922,L,298.9,310.2,1623,37.2,177,No Failure
1707,L48886,L,298.2,307.8,1521,42.9,60,No Failure
1572,L48751,L,298.3,308.4,1528,37.3,160,No Failure
2832,M17691,M,300.3,309.2,1490,47.9,163,No Failure
626,L47805,L,298.3,310.1,1545,36.3,90,No Failure
8719,L55898,L,297.2,308.7,1509,39.3,66,No Failure
3064,L50243,L,300,309.1,1431,45.4,90,No Failure
3040,M17899,M,300.3,309.5,1665,31.4,32,No Failure
7800,L54979,L,300,311.4,1374,41.9,96,No Failure
1474,M16333,M,298.5,309.5,1315,48.9,127,No Failure
3424,L50603,L,301.4,310.4,1496,35.2,153,No Failure
7117,L54296,L,301,310.5,1601,33.2,77,No Failure
4318,M19177,M,301.5,310,1417,44.6,49,No Failure
2884,L50063,L,300.6,309.5,1437,40,55,No Failure
4494,L51673,L,302.7,310.5,1511,37.7,60,No Failure
4705,L51884,L,303.7,311.9,1561,33.3,153,No Failure
2802,M17661,M,300.2,309.5,1642,28.8,92,No Failure
7865,L55044,L,300.5,311.9,1330,59.5,33,No Failure
9650,H39063,H,299.1,310,1657,33.1,187,No Failure
3375,L50554,L,301.4,310.7,1376,50.6,25,No Failure
1989,H31402,H,298.3,307.9,1420,39.2,176,No Failure
7050,L54229,L,300.6,310.4,1494,47.3,118,No Failure
6769,H36182,H,301.3,310.8,1434,39.5,18,No Failure
9269,L56448,L,298.2,308.8,1666,31.5,30,No Failure
488,M15347,M,297.4,309.1,1463,35,183,No Failure
906,L48085,L,295.6,306.1,1474,41.2,156,No Failure
5184,M20043,M,303.9,313,1901,22.5,110,No Failure
8432,H37845,H,298.9,310.1,1324,54.6,185,No Failure
2456,L49635,L,299,308.6,1946,22.3,102,No Failure
6809,L53988,L,301,310.7,1391,45,123,No Failure
2555,L49734,L,299.3,309.1,1531,37.9,127,No Failure
2395,L49574,L,299.2,308.5,1488,40.3,148,No Failure
3717,L50896,L,302.3,311.4,1609,32.3,49,No Failure
1515,M16374,M,298.1,308.8,1628,37.6,12,No Failure
9204,L56383,L,297.8,308.8,1559,35.2,66,No Failure
23,M14882,M,298.9,309.3,1581,30.7,65,No Failure
4098,L51277,L,301.9,310.4,1518,34.1,155,No Failure
2342,L49521,L,299.1,308.2,1409,46.4,12,No Failure
5506,L52685,L,302.8,312.2,1746,27.4,44,No Failure
7832,M22691,M,300,311.4,1533,42.6,180,No Failure
3561,L50740,L,301.8,310.7,1680,32.4,76,No Failure
4803,M19662,M,303.5,312.4,1318,54.2,177,No Failure
4224,L51403,L,302,310.7,1657,31.9,37,No Failure
1333,L48512,L,299,310.3,1868,24,221,No Failure
2265,M17124,M,299.2,308.4,1415,43.5,53,No Failure
4673,L51852,L,303.3,311.5,1412,55.6,67,No Failure
5525,L52704,L,302.6,311.9,1633,30.9,89,No Failure
6982,H36395,H,300.8,311.2,1612,32.5,143,No Failure
9095,M23954,M,297.3,308.1,1370,58.8,199,No Failure
3688,M18547,M,302,311.2,1625,30.7,189,No Failure
4726,M19585,M,303.4,311.8,1515,42.6,204,No Failure
2906,L50085,L,300.6,309.4,1552,36.4,113,No Failure
6331,M21190,M,300.5,310,1580,37,181,No Failure
6003,L53182,L,300.5,310.3,1683,31.5,8,No Failure
2523,M17382,M,298.8,308.7,1543,38.2,44,No Failure
2564,L49743,L,299.3,309.1,1496,37.2,149,No Failure
8354,L55533,L,298.7,309.6,1442,55.6,194,No Failure
2630,L49809,L,300,309.7,1586,37.8,103,No Failure
8094,L55273,L,300.2,311.6,1511,35.7,160,No Failure
8209,L55388,L,299.2,310.7,1477,44,19,No Failure
7174,L54353,L,300.1,310.1,1684,30.8,13,No Failure
6321,M21180,M,300.8,310.2,1304,52.5,157,No Failure
3846,L51025,L,302.3,311,1591,32.7,171,No Failure
1503,L48682,L,298,308.7,1462,48.2,204,No Failure
4823,L52002,L,303.5,311.9,1565,38.9,12,No Failure
1769,M16628,M,298.3,307.8,1485,42,13,No Failure
5327,M20186,M,303.5,312.7,1420,49.1,42,No Failure
6793,L53972,L,301.2,310.6,1811,24,84,No Failure
6564,L53743,L,301.5,310.7,1942,20.5,155,No Failure
4083,L51262,L,302,310.4,1568,39.2,112,No Failure
9472,M24331,M,298.6,309.4,1774,27.5,154,No Failure
5121,M19980,M,304.2,313.6,1424,43.7,151,No Failure
8213,H37626,H,299.2,310.5,1329,48.9,30,No Failure
8641,L55820,L,297.6,308.6,1383,47.5,75,No Failure
1910,L49089,L,298,307.7,1435,45.6,184,No Failure
3998,L51177,L,302.2,311.1,1394,53.7,140,No Failure
8007,L55186,L,300.9,312.1,1462,46,166,No Failure
9185,L56364,L,298,309.2,1665,36.6,22,No Failure
8912,L56091,L,297.1,308.3,1773,23.8,169,No Failure
451,M15310,M,297.6,308.7,1419,41.7,81,No Failure
2294,L49473,L,299.5,308.9,1520,38.3,122,No Failure
4618,M19477,M,303.1,311.4,1831,23.3,161,No Failure
2943,L50122,L,300.7,309.5,1461,49.9,0,No Failure
5364,L52543,L,303.2,312.5,1518,39.9,146,No Failure
4687,M19546,M,303.5,311.6,1562,34.2,107,No Failure
86,M14945,M,299,309,1804,26.8,17,No Failure
9212,M24071,M,298,309,1409,49.1,85,No Failure
1042,L48221,L,296.6,307.6,1809,25.1,86,No Failure
7379,L54558,L,299.5,310,1388,52.4,94,No Failure
8174,H37587,H,299.9,311.4,1497,37,162,No Failure
7861,L55040,L,300.5,312,1415,44.6,23,No Failure
2143,L49322,L,299.3,308.9,1376,60.3,163,No Failure
2144,M17003,M,299.3,308.8,1442,49,165,No Failure
9890,H39303,H,298.8,309.6,1516,40.2,152,No Failure
190,M15049,M,298.3,308.4,1539,43.4,69,No Failure
1882,L49061,L,298,307.6,1548,45.8,111,No Failure
5519,M20378,M,302.5,311.8,2023,19.1,74,No Failure
3356,L50535,L,301.5,310.8,1367,49,193,No Failure
2266,M17125,M,299.2,308.4,1330,51.2,56,No Failure
7758,M22617,M,300.3,311.7,1723,28.3,193,No Failure
9637,L56816,L,299.2,310.3,1507,41.3,158,No Failure
5219,L52398,L,303.8,312.9,1589,37.2,203,No Failure
7778,L54957,L,300.3,311.5,1695,25.6,43,No Failure
3394,L50573,L,301.5,310.6,1490,48.1,81,No Failure
8430,L55609,L,299,310.3,1577,40,181,No Failure
3671,L50850,L,302.3,311.7,1701,27.5,145,No Failure
1231,M16090,M,297.1,308.4,1880,23.5,155,No Failure
8768,L55947,L,297.5,308.6,1380,53.5,192,No Failure
9853,L57032,L,298.6,309.4,1316,51.4,52,No Failure
2847,L50026,L,300.3,309.2,1412,44.8,200,No Failure
5148,L52327,L,304.4,313.6,1569,38.4,11,No Failure
5903,L53082,L,300.9,310.6,1598,35.4,186,No Failure
756,H30169,H,296.8,308.1,1492,43.7,222,No Failure
8447,L55626,L,298.5,309.9,1482,42.1,15,No Failure
7068,M21927,M,300.8,310.7,1386,42.1,170,No Failure
3384,H32797,H,301.4,310.6,1674,33.6,49,No Failure
4195,L51374,L,302.4,311,1423,46.2,186,No Failure
6448,L53627,L,300.6,310.1,1337,45.8,62,No Failure
2990,L50169,L,300.6,309.8,1502,42.4,133,No Failure
9745,L56924,L,298.8,310.1,1574,36.2,181,No Failure
2664,L49843,L,299.9,309.3,1620,31.1,196,No Failure
3023,L50202,L,300.5,309.6,1760,30.6,213,No Failure
7620,L54799,L,300.6,311.5,1459,47,63,No Failure
1431,L48610,L,298.9,310,1378,49.3,18,No Failure
485,L47664,L,297.4,309,1568,33.7,175,No Failure
7465,L54644,L,300.1,311.3,1535,42.3,92,No Failure
7024,M21883,M,300.7,310.6,1572,38.5,50,No Failure
7879,L55058,L,300.7,312.3,1418,49,69,No Failure
6395,M21254,M,300.2,309.7,1408,44,144,No Failure
993,L48172,L,296.1,307.1,1651,35.7,167,No Failure
8508,L55687,L,298.4,309.7,1518,39.8,165,No Failure
4006,M18865,M,302,311.1,1406,48.8,159,No Failure
2578,L49757,L,299.5,309.4,1563,41.5,183,No Failure
6250,L53429,L,300.7,310.1,1542,35.5,191,No Failure
3915,L51094,L,302.5,311.5,1493,35.1,131,No Failure
7608,M22467,M,300.5,311.3,1468,41.1,34,No Failure
4783,L51962,L,303.8,312.5,1368,52.6,123,No Failure
8812,L55991,L,297.2,308.5,1574,35.8,95,No Failure
9615,M24474,M,299.1,310.3,1441,43.9,94,No Failure
546,L47725,L,297.6,309.4,1958,22.1,108,No Failure
6862,H36275,H,301.1,311.3,2207,16.6,43,No Failure
4999,M19858,M,303.6,312.8,1825,25.2,29,No Failure
5966,H35379,H,300.5,310.9,1447,46.5,137,No Failure
7377,L54556,L,299.5,310,1481,43.1,90,No Failure
7874,L55053,L,300.7,312.4,1470,38.6,56,No Failure
1013,M15872,M,296.1,307.1,1433,38.5,14,No Failure
6476,L53655,L,300.5,309.7,1560,30.2,139,No Failure
5376,L52555,L,302.9,312.3,1530,34.9,185,No Failure
4115,L51294,L,302,310.6,1358,53.1,194,No Failure
8378,L55557,L,298.8,309.7,1336,50.3,44,No Failure
1728,M16587,M,298.3,307.7,1602,33.4,106,No Failure
1555,M16414,M,298.4,308.7,1584,31.7,117,No Failure
7115,H36528,H,300.9,310.4,1457,43.8,69,No Failure
9741,M24600,M,298.9,310.1,1655,31.5,172,No Failure
655,L47834,L,297.8,309.2,1683,30.9,163,No Failure
3410,M18269,M,301.2,310.4,1697,30,120,No Failure
8755,L55934,L,297.4,308.6,1635,30.5,159,No Failure
374,L47553,L,297.4,308.3,1412,42,111,No Failure
7928,L55107,L,300.7,311.9,1476,42,196,No Failure
2786,L49965,L,300.2,309.5,1495,32.6,49,No Failure
4881,M19740,M,303.8,312.6,1527,41.9,159,No Failure
5890,M20749,M,301.4,311,1234,55.8,152,No Failure
94,L47273,L,299.1,309,1450,43,40,No Failure
7128,L54307,L,300.6,310,1438,53.8,103,No Failure
2179,L49358,L,299.6,309.2,1602,37.3,31,No Failure
2387,L49566,L,299.1,308.4,1543,37.9,130,No Failure
5257,L52436,L,303.5,313,1393,51.6,80,No Failure
2641,M17500,M,299.9,309.5,1372,56.2,133,No Failure
5941,M20800,M,300.6,310.6,1427,52.8,75,No Failure
1114,M15973,M,296.6,307.4,1790,25.8,72,No Failure
1521,L48700,L,298.3,309.1,1472,40.1,31,No Failure
3598,M18457,M,301.7,310.5,1724,33,171,No Failure
4887,L52066,L,303.8,312.5,1372,45.7,180,No Failure
324,L47503,L,297.8,308.5,1561,46.3,194,No Failure
6170,L53349,L,300.7,310.5,1448,38.2,218,No Failure
7338,L54517,L,299.9,310.5,1539,32.8,213,No Failure
9861,H39274,H,298.7,309.6,1755,26.9,73,No Failure
3297,M18156,M,301.2,310.3,1379,43.2,56,No Failure
7527,L54706,L,300.1,311.4,1660,31.4,38,No Failure
9234,L56413,L,298.3,309.1,1403,45.1,138,No Failure
9438,M24297,M,298.1,308.7,1527,43,56,No Failure
7492,L54671,L,300.4,311.8,1320,57.9,168,No Failure
6810,L53989,L,300.9,310.8,1490,38.1,125,No Failure
1740,H31153,H,298.5,307.9,1260,54.2,141,No Failure
7294,L54473,L,300.1,310.5,1627,29.2,95,No Failure
9217,H38630,H,297.7,308.8,1469,43.7,96,No Failure
8742,L55921,L,297.4,308.8,1538,41.2,126,No Failure
9206,L56385,L,297.8,308.8,1579,32.9,70,No Failure
4026,H33439,H,302.1,311,1729,26.1,210,No Failure
5237,L52416,L,303.8,313.1,1394,45.4,36,No Failure
1299,M16158,M,298.7,309.8,1343,53.6,134,No Failure
1604,M16463,M,297.8,307.8,1622,32.1,18,No Failure
6382,L53561,L,300.2,309.7,1771,27.1,104,No Failure
4689,L51868,L,303.5,311.6,1577,38.1,112,No Failure
2200,M17059,M,299.8,309.1,1268,58,90,No Failure
5326,L52505,L,303.5,312.7,1694,27.3,40,No Failure
602,L47781,L,297.9,309.7,2194,16.8,27,No Failure
4655,M19514,M,303.1,311,1510,47.6,16,No Failure
1179,L48358,L,297.3,308.5,1398,60.4,12,No Failure
8693,L55872,L,297.1,308.4,1583,31.9,2,No Failure
6338,M21197,M,300.4,309.8,1435,43.6,203,No Failure
9704,L56883,L,298.9,310,1422,43.6,78,No Failure
7319,H36732,H,299.9,310.3,1535,43.9,154,No Failure
5887,L53066,L,301.4,311.1,1494,41.9,142,No Failure
8546,L55725,L,298.4,309.3,1806,27.6,64,No Failure
5006,M19865,M,303.7,312.9,1444,52.7,46,No Failure
8192,M23051,M,299.6,310.9,1630,29.8,206,No Failure
8716,L55895,L,297.1,308.6,1442,37.1,59,No Failure
9484,H38897,H,298.9,309.6,1546,35.3,190,No Failure
7747,M22606,M,300.4,311.7,1508,45.4,164,No Failure
7022,H36435,H,300.7,310.6,1631,32.6,43,No Failure
2204,L49383,L,299.8,309,1614,30.8,100,No Failure
6102,L53281,L,300.7,310.6,1616,29.6,47,No Failure
8837,L56016,L,297.4,308.9,1708,28.8,174,No Failure
5232,L52411,L,303.8,313.1,1458,42.2,25,No Failure
605,L47784,L,297.9,309.9,1542,33.8,33,No Failure
1984,M16843,M,298,307.6,1459,44.4,163,No Failure
4576,M19435,M,302.9,311,1437,49.9,55,No Failure
5591,M20450,M,302.5,311.9,1340,59.4,60,No Failure
7466,M22325,M,300.1,311.4,1390,52.1,94,No Failure
9651,M24510,M,299.1,310,1437,41.1,192,No Failure
4364,H33777,H,302.1,310.1,1844,24.6,171,No Failure
3981,M18840,M,302.2,311.3,1375,47,98,No Failure
7039,L54218,L,300.7,310.6,1654,34.2,89,No Failure
8294,M23153,M,298.9,310.4,1533,44.4,24,No Failure
969,L48148,L,295.9,306.7,1547,40.9,107,No Failure
5878,L53057,L,301.5,311.1,1458,41.4,123,No Failure
4520,L51699,L,302.4,310.4,1666,29.7,125,No Failure
428,M15287,M,297.5,308.5,1496,42.2,22,No Failure
3723,L50902,L,302.2,311.2,1451,41.8,66,No Failure
1983,M16842,M,298,307.7,1487,41.3,160,No Failure
5377,H34790,H,302.8,312.3,1336,57.5,187,No Failure
5582,M20441,M,302.5,312.1,1454,47.6,37,No Failure
2950,M17809,M,300.7,309.5,1470,48.7,21,No Failure
2487,M17346,M,298.9,308.7,1772,28.4,177,No Failure
309,L47488,L,297.9,308.5,1305,47.2,155,No Failure
4879,L52058,L,303.7,312.4,1348,51,152,No Failure
3449,L50628,L,301.6,310.6,1478,36.6,218,No Failure
5564,M20423,M,302.3,311.7,1640,31.5,199,No Failure
8482,M23341,M,298.3,309.4,1595,29,103,No Failure
9689,L56868,L,299.1,310.1,1367,45.6,44,No Failure
8798,L55977,L,297.2,308.3,1569,31.2,63,No Failure
6048,H35461,H,300.9,311,1853,23.6,122,No Failure
7315,L54494,L,299.9,310.3,1268,53.3,146,No Failure
1170,L48349,L,297,308.1,1355,43.7,217,No Failure
3474,M18333,M,301.8,310.8,1691,33.4,62,No Failure
1709,L48888,L,298.2,307.8,1627,31.5,64,No Failure
9210,M24069,M,298,309,1393,55.9,79,No Failure
3367,M18226,M,301.4,310.7,1692,32.3,5,No Failure
1953,L49132,L,298,307.8,1266,60.5,81,No Failure
836,M15695,M,296.7,307.4,1533,32.5,182,No Failure
793,L47972,L,296.8,307.8,1373,42.9,74,No Failure
586,L47765,L,297.6,309.5,2001,20.5,220,No Failure
9367,L56546,L,298,308.5,1461,48,68,No Failure
7008,L54187,L,300.5,310.6,1499,45.2,8,No Failure
9245,L56424,L,298.3,308.8,1767,27.3,168,No Failure
4978,L52157,L,303.7,312.7,1540,44.8,196,No Failure
8254,L55433,L,299.1,310.4,1657,31,129,No Failure
1246,M16105,M,297.1,308.4,1588,33.4,204,No Failure
1720,L48899,L,298.2,307.7,1503,38.3,87,No Failure
6333,M21192,M,300.5,309.9,1994,19.8,189,No Failure
3346,L50525,L,301.3,310.7,1594,34.1,172,No Failure
7044,M21903,M,300.7,310.6,2006,19.1,102,No Failure
7438,L54617,L,299.8,311.3,1727,30,24,No Failure
8043,L55222,L,300.8,311.9,1486,45.1,30,No Failure
2583,L49762,L,299.2,309,1615,33.7,193,No Failure
2632,H32045,H,300,309.7,1529,42.4,107,No Failure
6033,L53212,L,300.7,310.8,1754,27.7,84,No Failure
9455,L56634,L,298.4,309.2,1583,35.4,112,No Failure
2463,L49642,L,298.9,308.5,1742,34.5,117,No Failure
1557,H30970,H,298.4,308.5,1398,47.1,122,No Failure
3471,L50650,L,301.8,310.8,1736,26.5,56,No Failure
8717,M23576,M,297.1,308.6,1717,31.3,61,No Failure
9815,H39228,H,298.3,309.1,1430,40.9,162,No Failure
7118,L54297,L,300.9,310.5,1570,40.1,79,No Failure
5548,M20407,M,302.3,311.7,1540,28.9,149,No Failure
5748,L52927,L,302.1,311.5,1533,39.4,26,No Failure
3180,L50359,L,300.1,309.3,1570,36.8,189,No Failure
9847,L57026,L,298.3,309,1339,58.8,35,No Failure
4270,L51449,L,302.6,311,1610,39.2,152,No Failure
4954,L52133,L,303.7,312.5,1670,26.1,139,No Failure
8439,L55618,L,298.6,309.8,1469,42.8,205,No Failure
2966,M17825,M,300.7,309.5,1838,24.9,66,No Failure
7284,M22143,M,300,310.2,1443,58.7,68,No Failure
1006,L48185,L,296.2,307.2,1382,52,201,No Failure
9977,L57156,L,298.6,308.2,1705,26.3,177,No Failure
6438,L53617,L,300.4,310,1282,66.1,40,Power Failure
3739,M18598,M,302.3,311.2,1454,43.8,112,No Failure
2654,L49833,L,299.9,309.5,1779,26.1,169,No Failure
6757,L53936,L,301.8,311.2,1840,26.6,202,No Failure
5846,M20705,M,301.4,311.2,1727,26.5,43,No Failure
6537,L53716,L,301.3,310.5,1406,47.1,83,No Failure
7935,M22794,M,300.8,311.9,1621,28.3,211,No Failure
5083,H34496,H,304.1,313.2,1590,43.4,52,No Failure
9783,L56962,L,298.7,309.9,1404,47.1,64,No Failure
8850,L56029,L,297.5,308.9,1596,30.7,5,No Failure
8295,M23154,M,298.9,310.5,1525,38.5,27,No Failure
2975,M17834,M,300.6,309.4,1521,37.2,90,No Failure
6457,L53636,L,300.7,310.2,1387,50.6,83,No Failure
709,M15568,M,297.6,308.8,1416,45.9,101,No Failure
13,M14872,M,298.6,309.1,1339,51.1,34,No Failure
1269,L48448,L,298,309.5,1496,45.8,46,No Failure
3904,H33317,H,302.2,311.1,1476,39.6,96,No Failure
8593,M23452,M,297.5,308,1430,44.5,178,No Failure
8421,L55600,L,298.9,310.4,1546,37.7,159,No Failure
1116,M15975,M,296.4,307.3,2077,19.1,80,No Failure
3962,M18821,M,302.2,311.4,1642,32.1,42,No Failure
5462,M20321,M,302.9,312.3,1339,52.1,145,No Failure
3728,L50907,L,302.3,311.2,1786,24.3,81,No Failure
1735,M16594,M,298.5,308.1,1501,39.2,127,No Failure
720,L47899,L,297.4,308.8,1447,58.1,129,No Failure
1920,L49099,L,298.2,308,1658,30,3,No Failure
5108,L52287,L,303.9,313.2,1540,44.4,119,No Failure
4510,L51689,L,302.4,310.1,1429,43.7,104,No Failure
6684,L53863,L,301.5,310.9,1318,50.6,11,No Failure
4727,M19586,M,303.4,311.8,2133,18.3,207,No Failure
744,L47923,L,296.8,308.2,1361,53.8,193,No Failure
2771,L49950,L,300,309.6,1364,45.9,16,No Failure
5449,L52628,L,303,312.7,1551,41.8,111,No Failure
7100,M21959,M,300.7,310.2,1373,44.1,28,No Failure
4229,L51408,L,302.2,310.8,2203,16.6,47,No Failure
5674,L52853,L,302.2,311.6,1462,50,51,No Failure
9101,L56280,L,297.3,308.2,1446,53.5,7,No Failure
1380,L48559,L,298.7,310.1,1620,34.8,112,No Failure
6546,M21405,M,301.4,310.8,1738,30.3,104,No Failure
3498,L50677,L,301.9,311,1642,33.1,126,No Failure
8774,L55953,L,297.5,308.6,1585,37.6,2,No Failure
7813,L54992,L,300,311.5,1666,32,128,No Failure
4697,L51876,L,303.4,311.6,1449,41.7,132,No Failure
1344,L48523,L,298.5,310.2,1676,32.7,18,No Failure
6705,M21564,M,301.5,310.7,1510,36,64,No Failure
1802,M16661,M,298,307.5,1427,43.6,101,No Failure
4587,L51766,L,302.7,310.9,1395,48.3,80,No Failure
8341,M23200,M,298.8,309.7,1480,38.1,157,No Failure
5683,H35096,H,302.3,311.6,1441,53.9,74,No Failure
2648,L49827,L,299.8,309.4,1408,45.6,156,No Failure
5238,L52417,L,303.8,313,1499,42.3,38,No Failure
2433,L49612,L,298.9,308.2,1510,43.5,46,No Failure
9647,L56826,L,299.4,310.4,1582,31.7,181,No Failure
652,L47831,L,297.6,309.1,1503,38.9,157,No Failure
9258,M24117,M,298.3,309.1,1296,58.7,201,No Failure
841,L48020,L,296.6,307.5,1582,37.9,197,No Failure
5481,H34894,H,302.7,312.1,1478,36,191,No Failure
7262,L54441,L,300.4,310.5,1818,25.1,14,No Failure
6433,M21292,M,300.3,309.9,1447,46.5,28,No Failure
5767,M20626,M,301.7,311.2,1413,42.6,79,No Failure
9407,M24266,M,297.7,308.1,2189,15.6,186,No Failure
8786,L55965,L,297.5,308.6,1694,27.1,36,No Failure
126,L47305,L,298.9,308.6,1560,32.2,118,No Failure
5068,M19927,M,304.2,313.2,1396,50.5,11,No Failure
4404,L51583,L,302.3,310.1,1388,49.9,48,No Failure
9619,L56798,L,299,310.1,1447,42.8,104,No Failure
990,M15849,M,296.2,307,2119,18.3,159,No Failure
8736,L55915,L,297.3,308.6,1358,47.6,110,No Failure
7285,M22144,M,300.1,310.3,1345,57.1,71,No Failure
7362,L54541,L,299.5,310,1502,38.5,52,No Failure
567,M15426,M,297.6,309.7,1541,33.7,165,No Failure
